Gene_set,Term,P-value,Adjusted P-value,Old P-value,Old adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2023,"Synaptic Transmission, GABAergic (GO:0051932)",0.006999917822024454,0.11161813622129643,0,0,inf,inf,GABRG3
GO_Biological_Process_2023,"Neurotransmitter Receptor Transport, Postsynaptic Endosome To Lysosome (GO:0098943)",0.006999917822024454,0.11161813622129643,0,0,inf,inf,CACNG2
GO_Biological_Process_2023,Lactation (GO:0007595),0.013952267027662054,0.11161813622129643,0,0,146.0,623.728537854309,FOXB1
GO_Biological_Process_2023,Regulation Of Cardiac Muscle Cell Membrane Potential (GO:0086036),0.013952267027662054,0.11161813622129643,0,0,146.0,623.728537854309,SLC9A1
GO_Biological_Process_2023,Cellular Response To Epinephrine Stimulus (GO:0071872),0.013952267027662054,0.11161813622129643,0,0,146.0,623.728537854309,SLC9A1
GO_Biological_Process_2023,Gamma-Aminobutyric Acid Signaling Pathway (GO:0007214),0.013952267027662054,0.11161813622129643,0,0,146.0,623.728537854309,GABRG3
GO_Biological_Process_2023,Vascular Transport (GO:0010232),0.012910527742700831,0.11161813622129643,0,0,13.02239789196311,56.64368293653826,ABCC2;SLC4A3
GO_Biological_Process_2023,Organic Anion Transport (GO:0015711),0.01007238176883885,0.11161813622129643,0,0,14.984848484848484,68.89970515324772,CYB5R1;SLC4A3
GO_Biological_Process_2023,Protein Deglutamylation (GO:0035608),0.013952267027662054,0.11161813622129643,0,0,146.0,623.728537854309,AGBL5
GO_Biological_Process_2023,Mammary Gland Epithelial Cell Differentiation (GO:0060644),0.013952267027662054,0.11161813622129643,0,0,146.0,623.728537854309,FOXB1
GO_Biological_Process_2023,Phasic Smooth Muscle Contraction (GO:0014821),0.013952267027662054,0.11161813622129643,0,0,146.0,623.728537854309,EDN3
GO_Biological_Process_2023,Cellular Response To Acidic pH (GO:0071468),0.013952267027662054,0.11161813622129643,0,0,146.0,623.728537854309,SLC9A1
GO_Biological_Process_2023,Positive Regulation Of Hippo Signaling (GO:0035332),0.013952267027662054,0.11161813622129643,0,0,146.0,623.728537854309,FRMD1
GO_Biological_Process_2023,Transport Across Blood-Brain Barrier (GO:0150104),0.013925427838403856,0.11161813622129643,0,0,12.477272727272727,53.32834736973825,ABCC2;SLC4A3
GO_Biological_Process_2023,Vascular Associated Smooth Muscle Contraction (GO:0014829),0.013952267027662054,0.11161813622129643,0,0,146.0,623.728537854309,EDN3
GO_Biological_Process_2023,Visual Learning (GO:0008542),0.013952267027662054,0.11161813622129643,0,0,146.0,623.728537854309,FOXB1
GO_Biological_Process_2023,Telencephalon Cell Migration (GO:0022029),0.013952267027662054,0.11161813622129643,0,0,146.0,623.728537854309,FOXB1
GO_Biological_Process_2023,Cellular Response To Catecholamine Stimulus (GO:0071870),0.013952267027662054,0.11161813622129643,0,0,146.0,623.728537854309,SLC9A1
GO_Biological_Process_2023,Response To Epinephrine (GO:0071871),0.013952267027662054,0.11161813622129643,0,0,146.0,623.728537854309,SLC9A1
GO_Biological_Process_2023,Positive Regulation Of Toll-Like Receptor 3 Signaling Pathway (GO:0034141),0.013952267027662054,0.11161813622129643,0,0,146.0,623.728537854309,TRIM3
GO_Biological_Process_2023,Cardiac Conduction (GO:0061337),0.003006814580962714,0.11161813622129643,0,0,30.03030303030303,174.38218706028889,SLC4A3;SLC9A1
GO_Biological_Process_2023,One-Carbon Compound Transport (GO:0019755),0.004720969154291771,0.11161813622129643,0,0,23.086247086247088,123.64396400744948,CYB5R1;SLC4A3
GO_Biological_Process_2023,Regulation Of Heart Contraction (GO:0008016),0.004109504399554668,0.11161813622129643,0,0,25.015151515151516,137.44457033035158,HSPB7;SLC4A3
GO_Biological_Process_2023,Regulation Of AMPA Receptor Activity (GO:2000311),0.020857331972130334,0.11715607746047678,0,0,72.98529411764706,282.456718466405,CACNG2
GO_Biological_Process_2023,Positive Regulation Of Regulated Secretory Pathway (GO:1903307),0.020857331972130334,0.11715607746047678,0,0,72.98529411764706,282.456718466405,RAB15
GO_Biological_Process_2023,Limb Development (GO:0060173),0.020857331972130334,0.11715607746047678,0,0,72.98529411764706,282.456718466405,KREMEN2
GO_Biological_Process_2023,Xenobiotic Transport Across Blood-Brain Barrier (GO:1990962),0.020857331972130334,0.11715607746047678,0,0,72.98529411764706,282.456718466405,ABCC2
GO_Biological_Process_2023,Cochlea Morphogenesis (GO:0090103),0.020857331972130334,0.11715607746047678,0,0,72.98529411764706,282.456718466405,POU3F4
GO_Biological_Process_2023,Heme Catabolic Process (GO:0042167),0.020857331972130334,0.11715607746047678,0,0,72.98529411764706,282.456718466405,ABCC2
GO_Biological_Process_2023,Cell-Cell Adhesion Via Plasma-Membrane Adhesion Molecules (GO:0098742),0.017169726755320858,0.11715607746047678,0,0,11.084175084175085,45.052821381014994,CDH12;CDH9
GO_Biological_Process_2023,Regulation Of Systemic Arterial Blood Pressure By Hormone (GO:0001990),0.020857331972130334,0.11715607746047678,0,0,72.98529411764706,282.456718466405,EDN3
GO_Biological_Process_2023,Regulation Of Toll-Like Receptor 3 Signaling Pathway (GO:0034139),0.020857331972130334,0.11715607746047678,0,0,72.98529411764706,282.456718466405,TRIM3
GO_Biological_Process_2023,Porphyrin-Containing Compound Catabolic Process (GO:0006787),0.020857331972130334,0.11715607746047678,0,0,72.98529411764706,282.456718466405,ABCC2
GO_Biological_Process_2023,Regulation Of Hippo Signaling (GO:0035330),0.020857331972130334,0.11715607746047678,0,0,72.98529411764706,282.456718466405,FRMD1
GO_Biological_Process_2023,Cellular Response To pH (GO:0071467),0.020857331972130334,0.11715607746047678,0,0,72.98529411764706,282.456718466405,SLC9A1
GO_Biological_Process_2023,Vasoconstriction (GO:0042310),0.020857331972130334,0.11715607746047678,0,0,72.98529411764706,282.456718466405,EDN3
GO_Biological_Process_2023,Body Fluid Secretion (GO:0007589),0.020857331972130334,0.11715607746047678,0,0,72.98529411764706,282.456718466405,FOXB1
GO_Biological_Process_2023,Protein Complex Oligomerization (GO:0051259),0.02194314306264544,0.11822428099057951,0,0,9.64613880742913,36.84150351506268,C9;SLC9A1
GO_Biological_Process_2023,Positive Regulation Of MAP Kinase Activity (GO:0043406),0.02194314306264544,0.11822428099057951,0,0,9.64613880742913,36.84150351506268,EDN3;MAP2K7
GO_Biological_Process_2023,Positive Regulation Of Calcineurin-Mediated Signaling (GO:0106058),0.02771542000331075,0.11994870296514817,0,0,48.64705882352941,174.436986159756,SLC9A1
GO_Biological_Process_2023,Associative Learning (GO:0008306),0.02771542000331075,0.11994870296514817,0,0,48.64705882352941,174.436986159756,FOXB1
GO_Biological_Process_2023,Cellular Modified Amino Acid Catabolic Process (GO:0042219),0.02771542000331075,0.11994870296514817,0,0,48.64705882352941,174.436986159756,SARDH
GO_Biological_Process_2023,Inositol Phosphate-Mediated Signaling (GO:0048016),0.02771542000331075,0.11994870296514817,0,0,48.64705882352941,174.436986159756,EDN3
GO_Biological_Process_2023,Regulation Of Actomyosin Structure Organization (GO:0110020),0.02771542000331075,0.11994870296514817,0,0,48.64705882352941,174.436986159756,SLC9A1
GO_Biological_Process_2023,Positive Regulation Of calcineurin-NFAT Signaling Cascade (GO:0070886),0.02771542000331075,0.11994870296514817,0,0,48.64705882352941,174.436986159756,SLC9A1
GO_Biological_Process_2023,C-terminal Protein Amino Acid Modification (GO:0018410),0.02771542000331075,0.11994870296514817,0,0,48.64705882352941,174.436986159756,AGBL5
GO_Biological_Process_2023,Positive Regulation Of Hormone Secretion (GO:0046887),0.02771542000331075,0.11994870296514817,0,0,48.64705882352941,174.436986159756,EDN3
GO_Biological_Process_2023,Positive Regulation Of Immune System Process (GO:0002684),0.02771542000331075,0.11994870296514817,0,0,48.64705882352941,174.436986159756,C9
GO_Biological_Process_2023,Mammary Gland Development (GO:0030879),0.02771542000331075,0.11994870296514817,0,0,48.64705882352941,174.436986159756,FOXB1
GO_Biological_Process_2023,Icosanoid Transport (GO:0071715),0.02771542000331075,0.11994870296514817,0,0,48.64705882352941,174.436986159756,ABCC2
GO_Biological_Process_2023,Glycosphingolipid Biosynthetic Process (GO:0006688),0.02771542000331075,0.11994870296514817,0,0,48.64705882352941,174.436986159756,ST8SIA5
GO_Biological_Process_2023,Positive Regulation Of Heart Contraction (GO:0045823),0.03452683938360594,0.12153447463029292,0,0,36.47794117647059,122.7854177011915,EDN3
GO_Biological_Process_2023,Regulation Of Cardiac Muscle Contraction By Calcium Ion Signaling (GO:0010882),0.03452683938360594,0.12153447463029292,0,0,36.47794117647059,122.7854177011915,SLC9A1
GO_Biological_Process_2023,Sodium Ion Export Across Plasma Membrane (GO:0036376),0.03452683938360594,0.12153447463029292,0,0,36.47794117647059,122.7854177011915,SLC9A1
GO_Biological_Process_2023,Regulation Of Postsynaptic Membrane Potential (GO:0060078),0.03452683938360594,0.12153447463029292,0,0,36.47794117647059,122.7854177011915,GABRG3
GO_Biological_Process_2023,Regulation Of Hormone Secretion (GO:0046883),0.03452683938360594,0.12153447463029292,0,0,36.47794117647059,122.7854177011915,EDN3
GO_Biological_Process_2023,Response To Acidic pH (GO:0010447),0.03452683938360594,0.12153447463029292,0,0,36.47794117647059,122.7854177011915,SLC9A1
GO_Biological_Process_2023,Intracellular Sodium Ion Homeostasis (GO:0006883),0.03452683938360594,0.12153447463029292,0,0,36.47794117647059,122.7854177011915,SLC9A1
GO_Biological_Process_2023,Stress-Activated Protein Kinase Signaling Cascade (GO:0031098),0.03452683938360594,0.12153447463029292,0,0,36.47794117647059,122.7854177011915,MAP2K7
GO_Biological_Process_2023,Establishment Of Protein Localization To Vacuole (GO:0072666),0.03452683938360594,0.12153447463029292,0,0,36.47794117647059,122.7854177011915,CACNG2
GO_Biological_Process_2023,Peptide Hormone Secretion (GO:0030072),0.03452683938360594,0.12153447463029292,0,0,36.47794117647059,122.7854177011915,EDN3
GO_Biological_Process_2023,Fibroblast Growth Factor Receptor Signaling Pathway (GO:0008543),0.03452683938360594,0.12153447463029292,0,0,36.47794117647059,122.7854177011915,FGF6
GO_Biological_Process_2023,Transepithelial Transport (GO:0070633),0.03452683938360594,0.12153447463029292,0,0,36.47794117647059,122.7854177011915,ABCC2
GO_Biological_Process_2023,Regulation Of Cardiac Muscle Contraction (GO:0055117),0.03452683938360594,0.12153447463029292,0,0,36.47794117647059,122.7854177011915,SLC9A1
GO_Biological_Process_2023,Regulation Of Neurotransmitter Receptor Activity (GO:0099601),0.03452683938360594,0.12153447463029292,0,0,36.47794117647059,122.7854177011915,CACNG2
Reactome_2022,Choline Catabolism R-HSA-6798163,0.013952267027662054,0.12205401672579974,0,0,146.0,623.728537854309,SARDH
Reactome_2022,FGFR2c Ligand Binding And Activation R-HSA-190375,0.013952267027662054,0.12205401672579974,0,0,146.0,623.728537854309,FGF6
Reactome_2022,Signaling By Activated Point Mutants Of FGFR1 R-HSA-1839122,0.013952267027662054,0.12205401672579974,0,0,146.0,623.728537854309,FGF6
Reactome_2022,FRS-mediated FGFR4 Signaling R-HSA-5654712,0.020857331972130334,0.12205401672579974,0,0,72.98529411764706,282.456718466405,FGF6
Reactome_2022,MET Activates PTK2 Signaling R-HSA-8874081,0.020857331972130334,0.12205401672579974,0,0,72.98529411764706,282.456718466405,LAMA5
Reactome_2022,FGFR1c Ligand Binding And Activation R-HSA-190373,0.013952267027662054,0.12205401672579974,0,0,146.0,623.728537854309,FGF6
Reactome_2022,Activated Point Mutants Of FGFR2 R-HSA-2033519,0.020857331972130334,0.12205401672579974,0,0,72.98529411764706,282.456718466405,FGF6
Reactome_2022,Hyaluronan Uptake And Degradation R-HSA-2160916,0.020857331972130334,0.12205401672579974,0,0,72.98529411764706,282.456718466405,SLC9A1
Reactome_2022,FGFR4 Ligand Binding And Activation R-HSA-190322,0.013952267027662054,0.12205401672579974,0,0,146.0,623.728537854309,FGF6
Reactome_2022,Phospholipase C-mediated Cascade; FGFR4 R-HSA-5654228,0.013952267027662054,0.12205401672579974,0,0,146.0,623.728537854309,FGF6
Reactome_2022,Phospholipase C-mediated Cascade: FGFR1 R-HSA-5654219,0.020857331972130334,0.12205401672579974,0,0,72.98529411764706,282.456718466405,FGF6
Reactome_2022,NrCAM Interactions R-HSA-447038,0.013952267027662054,0.12205401672579974,0,0,146.0,623.728537854309,NRP2
Reactome_2022,FGFR2 Ligand Binding And Activation R-HSA-190241,0.020857331972130334,0.12205401672579974,0,0,72.98529411764706,282.456718466405,FGF6
Reactome_2022,FGFR1 Ligand Binding And Activation R-HSA-190242,0.020857331972130334,0.12205401672579974,0,0,72.98529411764706,282.456718466405,FGF6
Reactome_2022,Negative Regulation Of TCF-dependent Signaling By WNT Ligand Antagonists R-HSA-3772470,0.020857331972130334,0.12205401672579974,0,0,72.98529411764706,282.456718466405,KREMEN2
Reactome_2022,Cell-Cell Communication R-HSA-1500931,0.02070324762562909,0.12205401672579974,0,0,9.969696969696969,38.65714807856774,CDH12;CDH9
Reactome_2022,Signaling By Receptor Tyrosine Kinases R-HSA-9006934,0.01688123240489436,0.12205401672579974,0,0,4.479925736829891,18.285053357495713,FGF6;LAMA5;NRP2;GABRG3
Reactome_2022,Atorvastatin ADME R-HSA-9754706,0.006999917822024454,0.12205401672579974,0,0,inf,inf,ABCC2
Reactome_2022,Signaling By LRP5 Mutants R-HSA-5339717,0.006999917822024454,0.12205401672579974,0,0,inf,inf,KREMEN2
Reactome_2022,Transport Of Inorganic Cations/Anions And Amino Acids/Oligopeptides R-HSA-425393,0.013925427838403856,0.12205401672579974,0,0,12.477272727272727,53.32834736973825,SLC4A3;SLC9A1
Reactome_2022,Cell Junction Organization R-HSA-446728,0.007554764005762592,0.12205401672579974,0,0,17.63992869875223,86.18122853118709,CDH12;CDH9
Reactome_2022,Phospholipase C-mediated Cascade; FGFR2 R-HSA-5654221,0.020857331972130334,0.12205401672579974,0,0,72.98529411764706,282.456718466405,FGF6
Reactome_2022,LGI-ADAM Interactions R-HSA-5682910,0.013952267027662054,0.12205401672579974,0,0,146.0,623.728537854309,CACNG2
Reactome_2022,SHC-mediated cascade:FGFR4 R-HSA-5654719,0.020857331972130334,0.12205401672579974,0,0,72.98529411764706,282.456718466405,FGF6
Reactome_2022,Hyaluronan Metabolism R-HSA-2142845,0.020857331972130334,0.12205401672579974,0,0,72.98529411764706,282.456718466405,SLC9A1
GO_Biological_Process_2023,Regulation Of Cell-Substrate Junction Assembly (GO:0090109),0.041291897344947655,0.1224838303265863,0,0,29.176470588235293,92.98800813383153,SLC9A1
GO_Biological_Process_2023,Positive Regulation Of Telomere Capping (GO:1904355),0.041291897344947655,0.1224838303265863,0,0,29.176470588235293,92.98800813383153,MAP2K7
GO_Biological_Process_2023,Regulation Of Leukocyte Chemotaxis (GO:0002688),0.041291897344947655,0.1224838303265863,0,0,29.176470588235293,92.98800813383153,EDN3
GO_Biological_Process_2023,Positive Regulation Of Oxidoreductase Activity (GO:0051353),0.041291897344947655,0.1224838303265863,0,0,29.176470588235293,92.98800813383153,EDN3
GO_Biological_Process_2023,Glycosphingolipid Metabolic Process (GO:0006687),0.041291897344947655,0.1224838303265863,0,0,29.176470588235293,92.98800813383153,ST8SIA5
GO_Biological_Process_2023,Positive Regulation Of Muscle Hypertrophy (GO:0014742),0.041291897344947655,0.1224838303265863,0,0,29.176470588235293,92.98800813383153,SLC9A1
GO_Biological_Process_2023,Determination Of Left/Right Symmetry (GO:0007368),0.041291897344947655,0.1224838303265863,0,0,29.176470588235293,92.98800813383153,LEFTY1
GO_Biological_Process_2023,Bile Acid And Bile Salt Transport (GO:0015721),0.041291897344947655,0.1224838303265863,0,0,29.176470588235293,92.98800813383153,ABCC2
GO_Biological_Process_2023,Regulation Of Blood Circulation (GO:1903522),0.041291897344947655,0.1224838303265863,0,0,29.176470588235293,92.98800813383153,HSPB7
GO_Biological_Process_2023,Inner Ear Morphogenesis (GO:0042472),0.041291897344947655,0.1224838303265863,0,0,29.176470588235293,92.98800813383153,POU3F4
GO_Biological_Process_2023,Positive Regulation Of Heart Rate (GO:0010460),0.041291897344947655,0.1224838303265863,0,0,29.176470588235293,92.98800813383153,EDN3
GO_Biological_Process_2023,Positive Regulation Of Sodium Ion Transmembrane Transporter Activity (GO:2000651),0.041291897344947655,0.1224838303265863,0,0,29.176470588235293,92.98800813383153,SLC9A1
GO_Biological_Process_2023,Positive Regulation Of Cardiac Muscle Hypertrophy (GO:0010613),0.041291897344947655,0.1224838303265863,0,0,29.176470588235293,92.98800813383153,SLC9A1
GO_Biological_Process_2023,Sodium Ion Import Across Plasma Membrane (GO:0098719),0.041291897344947655,0.1224838303265863,0,0,29.176470588235293,92.98800813383153,SLC9A1
GO_Biological_Process_2023,Regulation Of Cardiac Muscle Hypertrophy (GO:0010611),0.0480108995738348,0.1306688400772411,0,0,24.308823529411764,73.8095425538677,SLC9A1
GO_Biological_Process_2023,Cardiac Muscle Cell Action Potential (GO:0086001),0.0480108995738348,0.1306688400772411,0,0,24.308823529411764,73.8095425538677,SLC4A3
GO_Biological_Process_2023,Positive Regulation Of Nuclear Division (GO:0051785),0.0480108995738348,0.1306688400772411,0,0,24.308823529411764,73.8095425538677,EDN3
GO_Biological_Process_2023,Alpha-Amino Acid Catabolic Process (GO:1901606),0.0480108995738348,0.1306688400772411,0,0,24.308823529411764,73.8095425538677,SARDH
GO_Biological_Process_2023,Positive Regulation Of Calcium Ion Transmembrane Transporter Activity (GO:1901021),0.0480108995738348,0.1306688400772411,0,0,24.308823529411764,73.8095425538677,SLC9A1
GO_Biological_Process_2023,Regulation Of Actin Filament Bundle Assembly (GO:0032231),0.0480108995738348,0.1306688400772411,0,0,24.308823529411764,73.8095425538677,SLC9A1
GO_Biological_Process_2023,Response To Muscle Stretch (GO:0035994),0.0480108995738348,0.1306688400772411,0,0,24.308823529411764,73.8095425538677,SLC9A1
GO_Biological_Process_2023,Positive Regulation Of Cell Communication (GO:0010647),0.0480108995738348,0.1306688400772411,0,0,24.308823529411764,73.8095425538677,EDN3
Reactome_2022,FRS-mediated FGFR1 Signaling R-HSA-5654693,0.02771542000331075,0.132698071531003,0,0,48.64705882352941,174.436986159756,FGF6
Reactome_2022,Bicarbonate Transporters R-HSA-425381,0.02771542000331075,0.132698071531003,0,0,48.64705882352941,174.436986159756,SLC4A3
Reactome_2022,SHC-mediated cascade:FGFR2 R-HSA-5654699,0.02771542000331075,0.132698071531003,0,0,48.64705882352941,174.436986159756,FGF6
Reactome_2022,Presynaptic Depolarization And Calcium Channel Opening R-HSA-112308,0.02771542000331075,0.132698071531003,0,0,48.64705882352941,174.436986159756,CACNG2
Reactome_2022,SHC-mediated cascade:FGFR1 R-HSA-5654688,0.02771542000331075,0.132698071531003,0,0,48.64705882352941,174.436986159756,FGF6
Reactome_2022,FRS-mediated FGFR2 Signaling R-HSA-5654700,0.02771542000331075,0.132698071531003,0,0,48.64705882352941,174.436986159756,FGF6
Reactome_2022,JNK (c-Jun Kinases) Phosphorylation And Activation Mediated By Activated Human TAK1 R-HSA-450321,0.03452683938360594,0.13314530164289243,0,0,36.47794117647059,122.7854177011915,MAP2K7
Reactome_2022,Negative Regulation Of FGFR4 Signaling R-HSA-5654733,0.041291897344947655,0.13314530164289243,0,0,29.176470588235293,92.98800813383153,FGF6
Reactome_2022,PI-3K cascade:FGFR4 R-HSA-5654720,0.03452683938360594,0.13314530164289243,0,0,36.47794117647059,122.7854177011915,FGF6
Reactome_2022,Heme Degradation R-HSA-189483,0.03452683938360594,0.13314530164289243,0,0,36.47794117647059,122.7854177011915,ABCC2
Reactome_2022,Laminin Interactions R-HSA-3000157,0.041291897344947655,0.13314530164289243,0,0,29.176470588235293,92.98800813383153,LAMA5
Reactome_2022,PI-3K cascade:FGFR2 R-HSA-5654695,0.041291897344947655,0.13314530164289243,0,0,29.176470588235293,92.98800813383153,FGF6
Reactome_2022,Uptake And Function Of Anthrax Toxins R-HSA-5210891,0.041291897344947655,0.13314530164289243,0,0,29.176470588235293,92.98800813383153,MAP2K7
Reactome_2022,Downstream Signaling Of Activated FGFR2 R-HSA-5654696,0.041291897344947655,0.13314530164289243,0,0,29.176470588235293,92.98800813383153,FGF6
Reactome_2022,Downstream Signaling Of Activated FGFR1 R-HSA-5654687,0.041291897344947655,0.13314530164289243,0,0,29.176470588235293,92.98800813383153,FGF6
Reactome_2022,Aspirin ADME R-HSA-9749641,0.041291897344947655,0.13314530164289243,0,0,29.176470588235293,92.98800813383153,ABCC2
Reactome_2022,Neurotransmitter Receptors And Postsynaptic Signal Transmission R-HSA-112314,0.03000191830075973,0.13314530164289243,0,0,8.072072072072071,28.304671933162428,CACNG2;GABRG3
Reactome_2022,Sodium/Proton Exchangers R-HSA-425986,0.03452683938360594,0.13314530164289243,0,0,36.47794117647059,122.7854177011915,SLC9A1
Reactome_2022,Downstream Signaling Of Activated FGFR4 R-HSA-5654716,0.03452683938360594,0.13314530164289243,0,0,36.47794117647059,122.7854177011915,FGF6
Reactome_2022,PI-3K cascade:FGFR1 R-HSA-5654689,0.041291897344947655,0.13314530164289243,0,0,29.176470588235293,92.98800813383153,FGF6
Reactome_2022,"Glutamate Binding, Activation Of AMPA Receptors And Synaptic Plasticity R-HSA-399721",0.041291897344947655,0.13314530164289243,0,0,29.176470588235293,92.98800813383153,CACNG2
Reactome_2022,MET Promotes Cell Motility R-HSA-8875878,0.041291897344947655,0.13314530164289243,0,0,29.176470588235293,92.98800813383153,LAMA5
Reactome_2022,Transport Of Small Molecules R-HSA-382551,0.04428901764405949,0.139953295755228,0,0,3.260624679979519,10.16342758396913,CYB5R1;ABCC2;SLC4A3;SLC9A1
Reactome_2022,Carboxyterminal Post-Translational Modifications Of Tubulin R-HSA-8955332,0.0480108995738348,0.14047633579010924,0,0,24.308823529411764,73.8095425538677,AGBL5
Reactome_2022,Erythrocytes Take Up Carbon Dioxide And Release Oxygen R-HSA-1237044,0.0480108995738348,0.14047633579010924,0,0,24.308823529411764,73.8095425538677,CYB5R1
Reactome_2022,Negative Regulation Of FGFR2 Signaling R-HSA-5654727,0.0480108995738348,0.14047633579010924,0,0,24.308823529411764,73.8095425538677,FGF6
Reactome_2022,Negative Regulation Of FGFR1 Signaling R-HSA-5654726,0.0480108995738348,0.14047633579010924,0,0,24.308823529411764,73.8095425538677,FGF6
GO_Biological_Process_2023,Negative Regulation Of Ossification (GO:0030279),0.05468415002632513,0.14153544712695917,0,0,20.831932773109244,60.54137499717386,KREMEN2
GO_Biological_Process_2023,Regulation Of Telomere Capping (GO:1904353),0.05468415002632513,0.14153544712695917,0,0,20.831932773109244,60.54137499717386,MAP2K7
GO_Biological_Process_2023,N-glycan Processing (GO:0006491),0.05468415002632513,0.14153544712695917,0,0,20.831932773109244,60.54137499717386,ST8SIA5
GO_Biological_Process_2023,Intracellular Monoatomic Cation Homeostasis (GO:0030003),0.054295832502075037,0.14153544712695917,0,0,5.726107226107226,16.681912871159167,EDN3;SLC9A1
GO_Biological_Process_2023,Sodium Ion Homeostasis (GO:0055078),0.05468415002632513,0.14153544712695917,0,0,20.831932773109244,60.54137499717386,SLC9A1
GO_Biological_Process_2023,Chloride Transmembrane Transport (GO:1902476),0.06131195084714353,0.14714868203314446,0,0,18.22426470588235,50.87814680207062,GABRG3
GO_Biological_Process_2023,Fc-epsilon Receptor Signaling Pathway (GO:0038095),0.06131195084714353,0.14714868203314446,0,0,18.22426470588235,50.87814680207062,MAP2K7
GO_Biological_Process_2023,Action Potential (GO:0001508),0.06131195084714353,0.14714868203314446,0,0,18.22426470588235,50.87814680207062,SLC4A3
GO_Biological_Process_2023,Xenobiotic Transport (GO:0042908),0.06131195084714353,0.14714868203314446,0,0,18.22426470588235,50.87814680207062,ABCC2
GO_Biological_Process_2023,Regulation Of Regulated Secretory Pathway (GO:1903305),0.06131195084714353,0.14714868203314446,0,0,18.22426470588235,50.87814680207062,RAB15
GO_Biological_Process_2023,Oligosaccharide Metabolic Process (GO:0009311),0.06131195084714353,0.14714868203314446,0,0,18.22426470588235,50.87814680207062,ST8SIA5
GO_Biological_Process_2023,Positive Regulation Of Signaling (GO:0023056),0.06131195084714353,0.14714868203314446,0,0,18.22426470588235,50.87814680207062,EDN3
GO_Biological_Process_2023,Regulation Of calcineurin-NFAT Signaling Cascade (GO:0070884),0.06131195084714353,0.14714868203314446,0,0,18.22426470588235,50.87814680207062,SLC9A1
GO_Biological_Process_2023,Regulation Of Ossification (GO:0030278),0.06789460231946233,0.15062331943141224,0,0,16.19607843137255,43.564191392243096,KREMEN2
GO_Biological_Process_2023,SMAD Protein Signal Transduction (GO:0060395),0.06789460231946233,0.15062331943141224,0,0,16.19607843137255,43.564191392243096,LEFTY1
GO_Biological_Process_2023,Positive Regulation Of Mitotic Nuclear Division (GO:0045840),0.06789460231946233,0.15062331943141224,0,0,16.19607843137255,43.564191392243096,EDN3
GO_Biological_Process_2023,Positive Regulation Of Leukocyte Migration (GO:0002687),0.06789460231946233,0.15062331943141224,0,0,16.19607843137255,43.564191392243096,EDN3
GO_Biological_Process_2023,Substrate Adhesion-Dependent Cell Spreading (GO:0034446),0.06789460231946233,0.15062331943141224,0,0,16.19607843137255,43.564191392243096,LAMA5
GO_Biological_Process_2023,BMP Signaling Pathway (GO:0030509),0.06789460231946233,0.15062331943141224,0,0,16.19607843137255,43.564191392243096,LEFTY1
GO_Biological_Process_2023,Positive Regulation Of JUN Kinase Activity (GO:0043507),0.06789460231946233,0.15062331943141224,0,0,16.19607843137255,43.564191392243096,MAP2K7
GO_Biological_Process_2023,Monoatomic Anion Transmembrane Transport (GO:0098656),0.06789460231946233,0.15062331943141224,0,0,16.19607843137255,43.564191392243096,GABRG3
