,module,kME
CUBN,0,
C16orf70,0,
PHOX2B,0,
UBE4A,0,
LBR,0,
PRC1,0,
M6PR.2,0,
BIK,0,
ASPM,0,
NKRF,0,
HNRNPAB,0,
SLC7A2,0,
PERP,0,
KIAA0408,0,
TMEM41B,0,
SYNJ2BP,0,
HCRP1,0,
GOT1,0,
DROSHA,0,
TSPAN8,0,
GATA2,0,
TRMT12,0,
CNPY3,0,
SERPINF1,0,
PTGER4,0,
KBTBD4.2,0,
C8orf17,0,
RPRD1A,0,
ZNF365,0,
CCNL2,0,
UBE2L6,0,
DRAP1,0,
CYCSP44,0,
GOLGA7,0,
ZNF280B,0,
CD6,0,
GATAD2A,0,
ATAD2,0,
EHBP1,0,
IVL,0,
GRM2,0,
NAB2,0,
ZNF813,0,
PON2,0,
USP25,0,
SGK1,0,
SEC31B,0,
TBL1XR1,0,
SNAP29,0,
ENO3,0,
CCK,0,
AMPD3.1,0,
LOC101928274,0,
ITPA,0,
ARHGAP17,0,
ZNF780A,0,
WRN,0,
MAP2K1,0,
IGFLR1,0,
ACO1,0,
KPNA5,0,
IRF6,0,
RPGRIP1,0,
HCG4B,0,
HIST3H3,0,
SMAGP,0,
VSIG4,0,
DKFZP434C153,0,
ASMTL-AS1,0,
PIK3CA,0,
CCDC88A,0,
HOXD12,0,
SLC29A1,0,
HAUS4,0,
MIS18A,0,
C14orf169,0,
TBC1D8,0,
MUM1,0,
TMEM186,0,
TTC30A,0,
RHOC,0,
TM7SF3,0,
KLF11,0,
HNRNPA1P3,0,
FLVCR2,0,
GPR143,0,
TCL1B,0,
MGAT4C,0,
FXYD6,0,
LOC101060181,0,
DNASE1L3,0,
TOMM40,0,
COPS7B,0,
ACN9,0,
THAP10,0,
SEC14L4,0,
OR3A1,0,
PRODH2,0,
SMEK2,0,
PIGB,0,
MPHOSPH10,0,
PCDHB8,0,
PSMC2,0,
MOCS2,0,
IL5RA,0,
DIXDC1,0,
MED24.1,0,
GPATCH2,0,
ENTPD1-AS1,0,
Y16709,0,
CNN1,0,
ACTA2,0,
SPECC1L,0,
TSPAN4,0,
PLD1,0,
NCAPD2,0,
SNHG3,0,
MOSPD1,0,
AARSD1,0,
TRAM1,0,
DLEU2.1,0,
DCTN5,0,
CILP,0,
PMEPA1,0,
CYP26B1,0,
LGMN,0,
AP3M2,0,
MAST4,0,
ALG9,0,
IQGAP2,0,
TBCCD1,0,
ZC2HC1C,0,
UBQLN2,0,
COPG2IT1,0,
SYNGR3,0,
RP11-414H17.5,0,
LOC100996724.1,0,
TNS4,0,
FZD3,0,
MTHFD1,0,
ARHGEF10L,0,
MAT1A,0,
NUP93,0,
RTDR1,0,
LOC100996758,0,
KRT19P2.1,0,
SLC5A12,0,
IL26,0,
LXN,0,
MYBPH,0,
SH3BP4,0,
TMSB15A,0,
ZNF259P1.2,0,
CYP4F12,0,
KIAA0087,0,
MEIS3P1,0,
ATP6V0E1,0,
SLC25A20,0,
GTF2IRD2B,0,
SFRP1,0,
GCDH,0,
N4BP2L2-IT2,0,
RRP1,0,
GPR15,0,
APOB,0,
FLJ22184,0,
DONSON,0,
TH,0,
GRB14,0,
SOCS7,0,
STXBP1,0,
LINC00342,0,
PTTG1IP,0,
DHX9,0,
ASNS,0,
SLC10A2,0,
HLA-F-AS1,0,
CYP2R1,0,
WNT10B,0,
LOC100506699,0,
TMEM143,0,
CCR8,0,
GCOM1.1,0,
BTF3P12,0,
CARF,0,
MAP3K7,0,
LPA.2,0,
LDOC1,0,
NACC2,0,
PHC3,0,
RNASEH2B,0,
C5orf22,0,
CTNNB1,0,
BATF3,0,
RWDD2A,0,
SMAP1,0,
CKB,0,
DZIP3,0,
KIAA0907,0,
SAC3D1,0,
BBIP1,0,
KCNJ9,0,
PSMD10,0,
GBX1,0,
RNF5.2,0,
ITFG2.1,0,
ZFYVE21,0,
BSPRY,0,
ERMP1,0,
ADAM19,0,
LRRC19,0,
OR2F1.1,0,
C8B,0,
BRE,0,
GOLT1B,0,
SDC4,0,
BCL7B,0,
SLC22A14,0,
GFRA4,0,
LOC100127886,0,
KCNAB3,0,
KAZN,0,
CAMK1,0,
TSPYL1,0,
EFTUD1,0,
ZNF286A,0,
SEC14L5,0,
NSL1,0,
TPST2,0,
AMMECR1,0,
CLUHP3,0,
GAGE1.1,0,
STK17B,0,
TNFRSF14,0,
GNMT,0,
DBH,0,
TCF7L2,0,
FAM47E,0,
AMHR2,0,
NAT10,0,
ZMAT3,0,
NCK2,0,
SYNC,0,
SRP19.2,0,
PABPC1P1,0,
ZNF76,0,
ORC2,0,
N6AMT1,0,
BHLHE41,0,
MGP,0,
SLC6A11,0,
HEATR3,0,
SNTG2,0,
FARP2,0,
INSIG1,0,
GPR98,0,
SULT1E1,0,
SORD,0,
CCDC51,0,
CCDC186,0,
APH1A,0,
SMYD3,0,
OXTR,0,
TNIP3,0,
WFDC1,0,
KCND1,0,
AGBL2,0,
GIP,0,
LOC102725198,0,
UNC13B,0,
GLT8D2,0,
COQ3,0,
MRPS18B,0,
DPY19L1,0,
PDP1,0,
RBM6,0,
GABPB1,0,
LRRC16A,0,
TMED9,0,
DDX21,0,
MELK,0,
DCAF17,0,
ORC6,0,
HSD17B1,0,
SLC25A23,0,
SYNGR2,0,
RUVBL1,0,
CD68,0,
AMOT,0,
LOC101929597,0,
MED17,0,
MAP3K6,0,
ALG11.2,0,
CHRNA2,0,
ELL3,0,
XPC,0,
DDX1,0,
SLC2A4,0,
ACVR2B-AS1,0,
KIAA1033,0,
MAGEA8,0,
LENEP,0,
NCL,0,
KRT18,0,
RALA,0,
KIAA0020,0,
PI4KA.2,0,
LAX1,0,
SLC6A14,0,
PGPEP1,0,
STRAP,0,
ERCC5,0,
PLSCR4,0,
DNAJA3,0,
PDCD6IP,0,
DARS2,0,
MFSD9,0,
TRAF3IP1,0,
XAB2,0,
SC5D,0,
LOC100505915,0,
ADK,0,
RNFT1.2,0,
KIF2C,0,
SCRIB,0,
ATP4A,0,
CRYBB2.1,0,
PSMG1,0,
NUTF2,0,
RSF1,0,
PTCD3,0,
UBE2B,0,
APOBEC3C,0,
OCM2,0,
DUSP8,0,
PDCL3,0,
TPPP3,0,
FAM155B,0,
ADAM15,0,
TAF15,0,
HLA-DPB1,0,
FSCN2,0,
ZNF75D,0,
ZNF155,0,
CCL25,0,
PRAME,0,
TNFRSF11A,0,
MRPS10,0,
RMND1,0,
UBE2E3,0,
XPO4,0,
HIST1H2BO,0,
TLR3,0,
RGS7,0,
DYNC2H1,0,
PAN2,0,
MED24.2,0,
ATM,0,
STAG3,0,
PITPNC1,0,
SPC25,0,
ACVR2A,0,
BTN2A2,0,
SPTLC1,0,
FHL1,0,
ASS1,0,
FBXL4,0,
ASCC1,0,
HIPK2,0,
UCHL1,0,
FBN2,0,
FAM50B,0,
CMAS,0,
XRCC2,0,
ADAM21,0,
NBPF10.2,0,
ASB7,0,
TEAD1,0,
GGNBP2,0,
ARHGAP32,0,
NEFM,0,
CST4,0,
RFPL3S,0,
GOLGA8A.2,0,
STAC,0,
P4HA1,0,
IL36G,0,
GABARAPL1.1,0,
POLR2B,0,
ZSCAN18,0,
ERLIN2,0,
ODF2,0,
NDNF,0,
ATF3,0,
CD86,0,
TRA@,0,
CHL1,0,
SERPINA7,0,
POTEKP,0,
HIST1H1B,0,
ANKRD27,0,
OGT,0,
MBTPS2.2,0,
FOXF2,0,
RABEP1,0,
KARS,0,
UTP3,0,
PPID,0,
LOC101930235,0,
CEP192,0,
C1orf50.1,0,
PRPF19,0,
TULP4,0,
CCNA1,0,
RABGAP1L,0,
CYP20A1,0,
EEF1A1P42,0,
LRRC48,0,
TFAM,0,
STON1,0,
CD99,0,
TMEM209,0,
PAXBP1,0,
ECD,0,
GABRR2,0,
MT3,0,
RAB6A.2,0,
TOP2B,0,
ANGPT1,0,
SLC5A1,0,
RBM14,0,
ZFR,0,
AZGP1P1,0,
HLA-DRB6,0,
TRBV5-2,0,
SLC25A12,0,
FAM120C,0,
CYP19A1,0,
DQ583205,0,
THOC6,0,
TNFRSF13B,0,
ADAMTSL3,0,
DNAH7,0,
FEM1C,0,
OBP2A.1,0,
SCN3B,0,
CSRP3,0,
TEX28,0,
LFNG,0,
GDPD2,0,
TUBGCP3,0,
NDUFS1,0,
HOXD10,0,
NCSTN,0,
ATXN8OS,0,
SPIN2A.2,0,
ZNF667,0,
FOSL1,0,
MYH1,0,
IGH.9,0,
FADS1,0,
DGKH,0,
BTF3P13,0,
ACVR2B,0,
OMP,0,
MYF6,0,
QDPR,0,
CCDC28A,0,
PLS1,0,
BRD2,0,
SEMA3A,0,
LOC100129973,0,
BCL2L11,0,
TACSTD2,0,
SFXN1,0,
TOM1,1,0.8476684381800578
MGAT4B,1,0.8349092070260731
LTBR,1,0.8285849877918013
GRN,1,0.8113369482242027
MYH9,1,0.7774193373603199
CEBPA,1,0.7759023716895066
GNB2,1,0.7605489040244429
PLEKHM2,1,0.7564332218979523
VASP,1,0.740029639628619
SF3B2,1,0.7358634543197533
GAA,1,0.7291566579004395
AKT1,1,0.7278200673628078
TNFRSF8,1,0.7198405790219168
TOR4A,1,0.7140500324173964
COPS7A,1,0.7129010639152394
PLOD1,1,0.7121420887458128
STAB1,1,0.7088589786694185
TMEM109,1,0.7036628708210467
RNF44,1,0.6961037510194467
ACIN1,1,0.6752698057295239
SIPA1,1,0.6740286180969429
MYO1E,1,0.6578845701929267
ITGB2,1,0.6432422500078764
RNPEP,1,0.6276638338108789
PPFIA4,1,0.618278998109232
ULK1,1,0.5929511651694407
SLC12A9,1,0.5562061738807017
CBX4,1,0.5503782753460387
SH3TC1,1,0.5444829724274322
P4HB,1,0.5373658454246684
MVP,1,0.5037563719488254
DCTN4,2,0.8759962513453348
SOS2,2,0.8611844265092852
SNAP23,2,0.8443766698969474
SCYL2,2,0.8267087650662922
MAP3K2,2,0.8175453652500073
PLEKHA2,2,0.8154014920327589
ITCH,2,0.8150580235655706
ABHD17B,2,0.812388702740333
ATP11A,2,0.804307401629357
SNX13,2,0.7962182230383492
ERLIN1,2,0.7859795213315192
LOC100134822,2,0.7824478712111608
PDK4,2,0.7774220475489457
LOC440434,2,0.7722794771138953
UBE2J1,2,0.7653182960930075
RIPK1,2,0.7632444880333709
WSB1,2,0.7617745950027996
ANKFY1,2,0.76165676976581
CDC42EP3,2,0.7529819303808251
ACOT9,2,0.7523441399693878
SYNJ1,2,0.752264473614081
CDK14,2,0.7405364195340703
PHTF1,2,0.7352760727211357
GSR,2,0.7237966470129339
AFF1,2,0.7140726747593783
ITFG1,2,0.7099750757806291
CCR2,2,0.7062321417202794
STK24,2,0.697354304662444
EPS15L1,2,0.6970903770216704
FGL2,2,0.6757898580042498
ARPC5,2,0.6749318271048164
TM6SF1,2,0.6699906006363059
R3HCC1L,2,0.6627162827991004
GALNT4,2,0.6598760108744053
DRAM1,2,0.6594350485098857
TLR6,2,0.6359831220178033
NAIP,2,0.633524110022339
ATXN1,2,0.6325574000717622
BHLHE40,2,0.6282060017960445
DDX17,2,0.5572831887111815
FKBP5,2,0.5554812585675136
STEAP4,2,0.5380840516436994
TECPR2,3,0.9047934512201251
TLE3,3,0.8861400217811101
NFIL3,3,0.8852585273339513
TNFRSF10C,3,0.8770105764448257
RALB,3,0.8730416872030095
FAM129A,3,0.8713096185235825
LAMP2,3,0.8673664567869525
RNF24,3,0.8650781504927934
PYGL,3,0.8549130237855637
NDEL1,3,0.8506529990551744
AKIP1.2,3,0.8416975914973217
TRIB1,3,0.8416702837289689
PAK1,3,0.8395084447868488
CPD,3,0.8392429115985764
FAM53C,3,0.8342690281377955
REPS2,3,0.8332666657272667
STAT5B,3,0.8328036407031657
DENND3,3,0.830197719567984
SLC25A44,3,0.8285908912320314
XPO6,3,0.8272301209351315
IL13RA1,3,0.8262414247270639
DYSF,3,0.8246560672682758
IL1RN,3,0.8224148049203678
SLC2A14,3,0.8198109605711131
FPR2,3,0.819170690698835
PHC2,3,0.8176638146664205
GAB2,3,0.8162001807743654
FOS,3,0.815555634905433
NEDD9,3,0.8142168550312959
MME,3,0.8138768793162957
KCNJ15,3,0.8136781176526248
LOC100129518,3,0.8136430092092446
RCOR1,3,0.8119399107139599
UBXN2B,3,0.8118284343393309
PPIF,3,0.8108184720319429
RAB31,3,0.8091813642602026
PLXNC1,3,0.8085068524960101
GPR97,3,0.8056686561110545
EGLN1,3,0.8013628590004999
ACSL1,3,0.8008522694458096
TMCC1,3,0.7935343198201288
PILRA,3,0.7924614814590416
ZNF516,3,0.7914274280101036
CCNJL,3,0.7909705196225051
HIST2H2BE,3,0.7906400649148083
IL1B,3,0.7904831203319184
PTPRE,3,0.7897656906339638
PDK3,3,0.7887744139531344
TLR1,3,0.7862195124664316
CHST15,3,0.7856550969064414
ABHD5,3,0.784578531511897
PPCDC,3,0.7836887602933305
UBN1,3,0.7822708225322003
WDFY3,3,0.7816005389477158
LILRA2,3,0.779979802056313
MBOAT7,3,0.778987738925806
BASP1,3,0.7784610828284576
B4GALT5,3,0.7778619095398144
ZDHHC18,3,0.7762154344940635
PLIN3,3,0.7750514664016753
GK3P,3,0.7748264156679519
MEGF9,3,0.7742818495736843
SKAP2,3,0.7694482815272953
PRKCD,3,0.7692740793181224
SECTM1,3,0.7683462209606021
NRBF2,3,0.7682385915085851
STX3,3,0.7669910126376873
TMEM140,3,0.7667927816518247
TFEB,3,0.7665693371698629
CXCR1,3,0.7664323123936883
EMR3,3,0.7643751190778385
MBOAT2,3,0.7631902052929768
APOBR,3,0.7612543404416867
ABHD2,3,0.7611721671804675
FCGR2C,3,0.7608058501292572
BCL6,3,0.7606537944273305
MKLN1,3,0.7589579801832177
TLR2,3,0.7582235466655897
MAR1.1,3,0.7580737940722243
PPP4R1,3,0.7575728065018085
MGAM,3,0.7554655984896849
GK,3,0.7548980957361794
PADI4,3,0.7539867704121459
ARHGAP26,3,0.7531176166542363
CSF2RB,3,0.7522191736013989
HLX,3,0.7521427494214838
MARCKS,3,0.7518492968542495
FRAT2,3,0.7516667840105036
F11R,3,0.7515718704601075
SLC2A3,3,0.7488917713100405
NCOA1,3,0.7481406576349287
HAL,3,0.7476366936237192
LITAF,3,0.7471154726846533
APMAP,3,0.7456793824650756
DENND5A,3,0.7452916019777931
C5AR2,3,0.7441656208515659
TBL1X,3,0.7426157389040366
ASAP1,3,0.7422669321308332
PGD,3,0.7404450270576194
MAPK1,3,0.7401371766675149
CDC42EP2,3,0.7392194290676741
FAR2,3,0.7377452034310049
FRAT1,3,0.7373411279588513
SEC14L1,3,0.7367988124513141
CORO1C,3,0.736559141629358
PPP1R15A,3,0.7358856895860227
YIPF1,3,0.7352509274394048
FCAR,3,0.7346043687723522
IL6R,3,0.7345540073306028
PPP1R3D,3,0.7335454341855732
ALOX5,3,0.7331856797330789
TMEM184B,3,0.7323099325426818
LIMK2,3,0.73137960524159
THBD,3,0.7295032633244849
VNN3,3,0.7291815150958307
HSPA6,3,0.728226350615415
FCGR2A,3,0.7280321613066711
ARHGEF40,3,0.7275111283647494
KCNJ2,3,0.726711550499028
MIR7109,3,0.7260968943973973
IMPA2,3,0.7259987577277337
FYB,3,0.7239238728885596
FNDC3B,3,0.722199446001942
FFAR2,3,0.7218928603237631
ALPL,3,0.7218398453383778
DUSP1,3,0.7214868382027075
ARAP3,3,0.7206599584092848
PECAM1,3,0.720068633450768
SIGLEC5,3,0.71859480404712
PHF21A,3,0.7180731015782835
ANKS1A,3,0.7170427696654331
IRF1,3,0.7161041546968987
RTN3,3,0.7160052009861851
CEBPD,3,0.714455253587223
PELI2,3,0.7144071023086384
NPL,3,0.7143919165130974
IL1R2,3,0.7141055158871654
F5,3,0.7125289131842311
LRP10,3,0.711369188242086
TNFSF14,3,0.71101077276742
PLBD1,3,0.7102861655299788
CYB5R4,3,0.7060362772064855
ATG7,3,0.7045017484135921
STX11,3,0.7042368517137471
IQGAP1,3,0.7033393903792611
MAP2K4,3,0.7018590712330762
HPSE,3,0.6999914846511354
IFNAR1,3,0.6990329531820538
KIF13A,3,0.6987635000058136
GNS,3,0.6979970350212629
RAB20,3,0.6972815614367947
TMEM185B,3,0.6965613740539034
DNAJB6.1,3,0.6965307475501208
HSPA1A.2,3,0.6963464135315457
ADM,3,0.6951593736367934
TLR8,3,0.6950613755630669
AQP9,3,0.6943001669377996
LINC00963,3,0.6941571407417416
NOL12.2,3,0.6932477616793536
THOC5,3,0.6926781403350084
RNF19B,3,0.6926690455915532
DOCK5,3,0.6924063876161107
SIRPA,3,0.6915969988221379
CSF3R,3,0.6913240579268868
LILRA1,3,0.689730109353188
ASF1B,3,0.6893810083569163
MMP9,3,0.686936053853181
PTAFR,3,0.6836355233602979
LASP1,3,0.6826390284705983
HIST1H2AD.2,3,0.6804779825591171
IL17RA,3,0.6785381953529732
MYLIP,3,0.6774934673881781
TLR4,3,0.6772741404661475
HIST1H4H,3,0.6767825120925031
HIST1H2AC,3,0.6753993891284944
CYTH4,3,0.6714752579665676
UGGT1,3,0.6710444945937521
NDE1,3,0.6707306627766739
FAM49A,3,0.6706296635745076
IPO4.2,3,0.6697269957795432
SLC11A1,3,0.6671821455030152
BMX,3,0.6664230109708835
ZNF106,3,0.6664029212300929
CXCR2,3,0.6656753046021011
RP11-473I1.9,3,0.6653485126191421
CYP4F2.2,3,0.6649678382878291
CBFA2T3,3,0.6645799698191621
PSEN1,3,0.6643146795716987
CD14,3,0.663509346579947
KIAA0319L,3,0.6629454759834335
TUFT1,3,0.6625794817297801
MSRB1,3,0.6608251429094186
RAB3D,3,0.6588768962328311
PLEKHO2,3,0.6578499895207587
SQRDL,3,0.6546473180550724
JUNB,3,0.6541559292926332
DMXL2,3,0.65240105795281
HIST1H2BG,3,0.6511429944344039
ACPP,3,0.6511385333617387
PTEN.2,3,0.6500083378595483
FLOT2,3,0.6467486432475575
CHIC2,3,0.6465658639955686
SIGLEC9,3,0.6455542192950691
AOC2,3,0.6453780336161105
ANXA3,3,0.6438592503525858
ST6GALNAC2,3,0.6426461254476619
WLS,3,0.6423980901491896
PAK2,3,0.6420711302241681
HCAR3,3,0.641731448706086
TNFRSF1A,3,0.6390114017698117
MX2,3,0.6387947645777311
TAGLN2,3,0.638550827540265
GALNT14,3,0.638451820304021
C8orf60,3,0.6357688561826781
BEST1,3,0.6357412459400492
ADAM8,3,0.6353754913002017
RP11-548H18.2,3,0.6333349430436991
HIP1,3,0.6332738092198816
TBXAS1,3,0.6321026539954671
CTSA,3,0.6302347165243872
CHURC1-FNTB,3,0.628918195476125
FCGR3A,3,0.625957686631944
CRISPLD2,3,0.6256714728337454
GDE1,3,0.625158294353699
CAMK1D,3,0.6239267329712807
SAP130,3,0.6230888112084157
SP1,3,0.6229283422487899
CYP4F3,3,0.6228691930400554
FKBP9,3,0.6204861270881081
NOV,3,0.6200633021454868
GSN,3,0.6193585588446859
PRRG4,3,0.6191534378852169
CYP4F2.1,3,0.6190465642351566
NPEPPS,3,0.6166001719811349
MOSPD2,3,0.616584190997637
ATG2A,3,0.6164369109963098
ETV6,3,0.6161532155162324
DSC2,3,0.6156051217506127
RAB11FIP1,3,0.6133374882742477
PRCP,3,0.6128894624422995
CD93,3,0.6118163167626864
LILRA5,3,0.6097451286458344
TREML2,3,0.6076380498530537
FPR1,3,0.6060556521903554
HTRA1,3,0.6059352283886836
KIF1B,3,0.6051918499101906
IRS2,3,0.60470927069848
ELMO1,3,0.6039755514950269
ITGAM,3,0.6039666607145606
SLC12A6,3,0.6026637119177194
UIMC1,3,0.6015300924615482
MAK,3,0.6008110785560563
IGF2R,3,0.598008511008207
ABAT,3,0.5979073043786104
SLC31A2,3,0.5976344107945877
HIST1H2AD.1,3,0.5957290299146073
ZFP36,3,0.5953280051786246
DACH1,3,0.595066175959553
LOC254896,3,0.5950169218393205
ST8SIA4,3,0.5923211013506771
MFN2,3,0.591569861265932
TAP1,3,0.5913135259074125
GBA,3,0.5910363287457724
SLC36A1,3,0.5901244889870125
KDM7A,3,0.5889881661060554
AC004941.5,3,0.5876424563314122
BCL3,3,0.586630110652847
MMP25,3,0.5836155463882337
TGM3,3,0.5833730178388664
HIST1H1T,3,0.58310005996854
SPRY4,3,0.5822982838854777
RBM47,3,0.5820951592743412
SIRPAP1,3,0.5782634969519895
CCR3,3,0.5773286030709399
EFHD2,3,0.5767224733402121
WIPI1,3,0.5754907347321322
TNFAIP6,3,0.5736695854350286
KCTD20,3,0.5717210860198255
GAS7,3,0.5716005111125669
CUEDC1,3,0.5674882522129264
NBEAL2,3,0.5674837625311281
G0S2,3,0.5634197845904219
ARRB2,3,0.5630904609668027
PLXDC2,3,0.560973419125934
MAPK13,3,0.556896677696224
KRT23,3,0.5561914724070496
EMR2,3,0.5559023296287077
SH2B2,3,0.5558492370227794
MXD1,3,0.5520671032633859
RAPGEF2,3,0.5509783794400139
SEMA4A,3,0.550952329785023
WWC3,3,0.5492275809619606
CLEC1A,3,0.5417989939563935
ASAP1-IT1,3,0.5401592548228652
MPZL1,3,0.535410430333293
ST20,3,0.5341760539241114
HEY1,3,0.5302448043667523
CHST7,3,0.5288735434467378
CREB5,3,0.5281980035876065
KLF7,3,0.5275411226853384
P2RY13,3,0.5257792788876414
TRIM9,3,0.5247596371529262
RAB8B,3,0.5243920435746973
DISC1.2,3,0.5239218091137888
AOC3,3,0.5172583651407643
FES,3,0.5170921835022239
CCDC19,3,0.5115684565350773
ABCA1,3,0.5063599151831426
C5AR1,3,0.5038150694859878
TPST1,3,0.49129413661804705
OR7E156P,3,0.481900284653959
LIN7A,3,0.47914424713169634
FAM212B,3,0.4754753424713814
ABCG1,3,0.47145949586937863
GP6,3,0.46516395090471047
ATP6V1A,3,0.4591224196247979
COTL1,3,0.42617539109915553
IGLC1.1,4,0.9378671487631367
IGK.2,4,0.9334152685380324
IGKC.1,4,0.9013520224329608
IGLV1-44,4,0.9013503055921692
IGLL3P,4,0.8938284283748655
IGKV1-17,4,0.886522574417791
CYAT1.2,4,0.8821723146643217
IGKV1OR2-108,4,0.8500238213476493
IGKV1-37,4,0.8461081586974967
IGLC1.3,4,0.840588717020462
CKAP2.4,4,0.8380723901697757
IGLJ3.2,4,0.8380595573482856
IGKC.3,4,0.8368039865348829
abParts,4,0.8332492411730149
IGLC1.4,4,0.8110978867745433
MZB1,4,0.7973990602170474
IGLL5,4,0.7948335027304818
IGH.8,4,0.7862234310797057
IGLC1.2,4,0.7858220459593742
IGHG1.2,4,0.7753244727219559
AC128677.4,4,0.7550831612417949
CKAP2.2,4,0.7355284625273519
BLOC1S5-TXNDC5,4,0.7249827420796526
IGHA1.3,4,0.7244377013559367
IGHA1.5,4,0.7046066912546545
IGJ,4,0.6977821254141148
IGH.10,4,0.6977813554418864
IGK.1,4,0.6877331138901724
IGH.6,4,0.6764460014040677
IGHA1.1,4,0.662943057588786
TNFRSF17,4,0.6584945839787567
CKAP2.3,4,0.6581280444356591
IGH.2,4,0.6553837495892834
IGH.7,4,0.646219462519422
IGHA1.7,4,0.639421018095623
IGHA1.9,4,0.5311977233408113
LOC101930405,4,0.5294691855666839
AL928768.3,4,0.5103476111821447
NPC1L1,5,0.7938839239206613
HTR5A,5,0.7539677517054125
HOXB9,5,0.7391338890520547
KHDRBS3,5,0.7364362563179695
GAS8,5,0.7221241550826065
RAB40AL,5,0.7182459931142038
TARDBPP1,5,0.7081532730626805
ALPP.1,5,0.7030859199796118
ANGPT2,5,0.7014454232762207
MIR3917,5,0.7013924182973295
KHDC1L,5,0.6951109040102842
KCNN1,5,0.6943400931322464
CACNA1A,5,0.6871932059523074
MFAP4,5,0.6817408451694719
CDR1,5,0.6814358737325544
SLC22A8,5,0.6781737450612095
IL12RB1,5,0.6664264394886917
AC084219.3,5,0.6566426137461266
HTR1B,5,0.6499452621907824
KCNQ3,5,0.6461817229142994
ADARB2,5,0.6402308091225892
LOC101928104,5,0.6234356444562379
GAST,5,0.6161229687552927
POU3F2,5,0.6150782258119253
ANXA2P1,5,0.5974683624440936
SNX7,5,0.5918195481774478
SOX1,5,0.583847260315939
S100A2,5,0.5769547806644542
CYP4F11,5,0.5640590983892986
PMFBP1,5,0.5546457097783251
PRR34,5,0.4702193488887249
SARDH,6,0.8828770681956538
ST8SIA5,6,0.8516481800206993
POSTN,6,0.8487834364617876
DENND2A,6,0.834242796547227
CACNG2,6,0.7995155163155987
CELSR3-AS1,6,0.788926502576525
GPR173,6,0.7729316914313388
EDN3,6,0.7715541390383938
CCZ1.1,6,0.7653720410273838
MAP2K7,6,0.7645954072596884
FGF6,6,0.7644017630013472
FRMD1,6,0.751561293692827
SLC9A1,6,0.745931780365941
CYB5R1,6,0.7454823313152674
KREMEN2,6,0.7386022613522185
SLC4A3,6,0.7354518112394807
LEFTY1.2,6,0.7340648412538656
C11orf1,6,0.7314779931477582
GPT,6,0.7299757305268311
ABCC2,6,0.7266157002947867
AGBL5,6,0.7245455707609842
C9,6,0.7238222407772533
TRIM3,6,0.7198810971487054
HSPB7,6,0.7120654321058454
GABRG3,6,0.7083250005778049
LAMA5,6,0.6963695023888109
CDH12,6,0.6779027298541518
PCDH12,6,0.6735234595504795
RAB15,6,0.6692854449059488
CDH9,6,0.6651228888162142
NRP2,6,0.6620060668822798
ART1,6,0.6531397298981351
FOXB1,6,0.6447464254451042
BARX2,6,0.6339760308701107
SSX2.2,6,0.6259946815301247
PDGFRL,6,0.5960058820285088
CYCSP19,6,0.5892163112207306
POU3F4,6,0.5503822550634245
GP1BB,7,0.9082784847431047
CLU,7,0.9017311844689727
CTTN,7,0.8917523579751273
HIST2H2AA3,7,0.881287229656741
NRGN,7,0.8588428406739202
ITGA2B,7,0.8582133029025715
SELP,7,0.857988730841438
SCN1B,7,0.8532441922723075
HIST1H2BK,7,0.8516635034618781
SPARC,7,0.8492084134389489
CTDSPL,7,0.8397963839223168
HIST1H2BD,7,0.8397257474366949
ALOX12,7,0.8313104241547858
PF4,7,0.8224897097466682
H2BFS,7,0.8207905654453173
TALDO1,7,0.8189787058755384
MYL9,7,0.8165822712234703
HN1,7,0.8109714700926539
TIMP2,7,0.8056957561962547
LTBP1,7,0.8005819545553065
HIST1H2BC,7,0.7990757489309853
RHOG,7,0.7960156823211665
F13A1,7,0.7836818685429932
GP9,7,0.781285043367522
SLC24A3,7,0.7799840066094005
S100A11P1,7,0.7785840478964728
GABARAP,7,0.7766096223002604
EHD3,7,0.776276635409452
PTGS1,7,0.7737132693324589
CDA,7,0.7704257326844206
G6PD,7,0.7697576087690662
HIST1H2BH,7,0.7686637347445547
S100A11,7,0.768077331889897
MGLL,7,0.7679166984013066
TYROBP,7,0.765109462159216
NCF4,7,0.7648789053948826
ABLIM3,7,0.7633798815332637
HIST1H2BJ,7,0.7621612666017351
HIST1H2BE,7,0.7613621131058587
TGFB1I1,7,0.7556400154360066
PRKAR2B,7,0.7476305859544742
GNAZ,7,0.7467049765182551
CHMP2A,7,0.7466081890463401
PLOD2,7,0.7452796787363621
IFITM2,7,0.7423437905763567
FTH1,7,0.741453989926062
IGF2BP3,7,0.7373678439881505
HIST1H3A.2,7,0.7372607620199552
KDM6B,7,0.7367369562107827
MYLK,7,0.7361528028948436
RHOBTB1,7,0.7358699576768275
CA4,7,0.7336126085223589
TIMP1,7,0.724080076078655
HIST1H2AG,7,0.7218400829942131
NAT8B,7,0.7217940306216019
GNG11,7,0.7201799693522465
NINJ1,7,0.7200530287593325
TST,7,0.7164809819799561
GFI1B,7,0.7152598983697066
ERF,7,0.7134345163586627
LOC100507472,7,0.7107663586947477
B9D2,7,0.7093197680944634
P2RX5.2,7,0.7092264629150444
NECAB2,7,0.7078372971643249
SDPR,7,0.7063608745868251
ATP6V0B,7,0.702979056047553
FSTL1,7,0.6936677033473252
IFITM3,7,0.691776796456343
