,module,kME
BOLA2.3,20,0.6610744939342993
NAA50,20,0.6269251582044753
HDAC9,20,0.6137111505758387
ALPK1,21,0.8246139188979459
ADAT1,21,0.8084967366089788
DSERG1,21,0.8046330070447459
GUSBP3.2,21,0.7944350613574194
SCAF4,21,0.7925920288546269
EIF4A1.2,21,0.7886584929422013
TAPT1,21,0.7788974197344456
ZNF264,21,0.7777385748613136
SH2D3C,21,0.7714601187810377
DYM,21,0.7620001622053391
IPW.2,21,0.7529870610408546
RBBP5,21,0.7484431965860309
C4orf29,21,0.746160145182727
GLTSCR1L,21,0.7415388130977171
BC113958,21,0.7409390042571113
RP11-403P17.4,21,0.734731772732838
ZNF160,21,0.7311238102048576
RFWD3,21,0.7305682692829412
KIAA0754,21,0.7251423643310516
KIAA1731,21,0.7199858461815004
CLN8,21,0.7163318539663818
PCDHGA8,21,0.7149931336794857
SMIM14,21,0.7124932189687616
NME6,21,0.710367298310486
CYSLTR1,21,0.7094838673236967
UBQLN4,21,0.7072746462724638
KIF3B,21,0.7057303179050092
UHRF1BP1L,21,0.7053061856649357
N4BP2L2.2,21,0.7035408518835533
SKIL,21,0.7024228401089037
IPP,21,0.6915972842620431
FLCN,21,0.6910149684160851
ZNF652,21,0.6845965890398561
SLC35A3,21,0.6820397321441563
MINOS1P1,21,0.6810336217534636
TRAPPC10,21,0.6775022106860698
CPPED1,21,0.6752173624486486
ZBTB20,21,0.6749961800845292
ANP32A-IT1,21,0.6719997128831346
RNF125,21,0.6718575415036057
FBXW12,21,0.6691077034167805
VEZT,21,0.6678186260996425
LOC101929910.2,21,0.6659335134346872
FGD2,21,0.6586103696409278
MBTD1,21,0.6579245249552267
RALGPS2,21,0.6568535854870496
FAM49B,21,0.6533306923318657
CCDC30,21,0.6532587980062318
SND1-IT1,21,0.6527828394564879
LINC00597,21,0.6527353597551097
LRRC37A3,21,0.6516634009539279
CLTC-IT1,21,0.6509673130887431
LOC732360,21,0.6499345278763772
RNFT1.1,21,0.648610221254962
RUFY2,21,0.6481100786311299
LRCH3,21,0.6467670625420612
POLR1B,21,0.643417413522887
HELLS,21,0.6403424595838071
TRMT2B,21,0.6390792316839755
GSDMB,21,0.6384927909516465
TEP1,21,0.6253606578891387
ATP8B1,21,0.6251125554350727
C8orf44,21,0.6198641034640237
LOC101927181,21,0.6184912431035742
WNK1,21,0.6177800679267922
TMEM19,21,0.617642122599047
CCZ1B,21,0.6154678369795329
HYMAI,21,0.6081244790462494
GINS4,21,0.6053110147340556
KLHL28,21,0.6011178786939375
BTBD18,21,0.5991381802422049
LONRF1,21,0.5958513495783202
SLC4A8,21,0.5921490975649791
MZT2B,21,0.5892685122951751
ZNF562,21,0.5802049217188926
ELP6,21,0.5728852315779992
STAG3L3,21,0.5686974165638913
HNRNPM,21,0.5671990986671321
SLC26A2,21,0.5651907135092199
LARS,21,0.5650536008638958
RUNX1-IT1,21,0.556862232810345
ZNF721,21,0.5520710074581002
RP11-769O8.3,21,0.5400046969300026
POLR2J.2,21,0.5299446837878868
ID2.2,21,0.5247495255982455
SLC44A1,21,0.5166120278844872
ASB8,21,0.5145223118889668
ASXL2,21,0.5094428671607175
RABGAP1,21,0.5019987980507282
DKFZP586I1420,21,0.4978347983749136
NFAT5,21,0.4935596585365654
ADCK4,21,0.4918546954854273
ZBTB44,21,0.48335898392108717
TRIM66,21,0.4741386440650312
ID2.1,21,0.4737949004123637
ATG16L1,21,0.4232879628796198
TRA2A,21,0.4203946960628249
C1RL,21,0.38905844224006064
CXorf21,21,0.3774343675787634
RTN4,21,0.35268446294178185
