,ME1,ME2,ME3,ME4,ME5,ME6,ME7,ME8,ME9,ME10,ME11,ME12,ME13,ME14,ME15,ME16,ME17,ME18,ME19,ME20,ME21
GSM1123292,-1.8652465829977631,-1.2068350785579975,-1.6793972810784918,0.8900468875503359,-0.4337529545894796,0.4308008562923495,-0.8874602267635785,0.31304409534130984,-0.2381871008404587,1.3516019816891613,0.7679402739148332,0.7325790859425658,-0.21423905752637384,-0.9187840449945055,-1.258043667722004,0.5970038881855494,1.3733480770595046,-0.6757089187703686,1.8739867682053646,0.7121347804073712,-1.8435316721239419
GSM1123295,-0.23950987522937037,-1.1801539353845325,0.529781017653932,2.217172696044021,-0.27364535084809827,0.4924622026685307,2.1168140993280615,1.5468509938646526,0.8791792099044589,1.379842492565413,1.4362156880469887,-0.08413897364437287,-1.905623963213001,-0.9887069051692133,-1.2798009599120554,-0.9059990688898371,-0.08219759018992871,-1.016441870025846,0.35840510555400934,-1.5295583864374125,0.3325641319050449
GSM1123298,-0.2975769943332305,-0.053523057147049254,0.4435846121916857,0.6916898349220808,-0.5377475007900114,-0.9052389537146854,1.8687843771766386,-0.5961004286824614,0.8995034690002922,0.7138309386703506,-0.8965205086729213,0.8984756642851971,0.34877742568573483,2.4668189576389405,-0.74715046672629,0.10785573126335893,-0.3522972772478767,-0.2795299166755362,-0.15531767549761327,-0.6895703337153704,2.2470164880300145
GSM1123301,-1.1169762056234906,-1.274826901577876,-1.5295129115561092,-0.07651657060534327,-0.5370465884079508,-0.10356581720214564,-0.6822438905559266,-1.2121554985730083,-0.009928587184566443,1.6660734342112549,0.8921935506848521,-0.8978829969601949,-0.22328730280269532,0.4419144354822227,-1.2366514820010577,0.9709065551820869,-0.6369964430084561,-0.5860780214716754,1.8185948918741472,0.5894328886098564,-1.1836340783027146
GSM1123304,1.2931934186546519,0.5944711433230168,1.9037646690679983,0.24216616978178626,0.3471355403337245,0.46157505327966974,0.9232387173141293,-0.7619310869482797,-0.7481824422335692,-0.3630170300576758,0.491099240480171,0.7948650472811686,0.6524155453565726,-0.9050813968785918,1.7343514477996327,-1.6422093053397149,-0.8617787616686984,0.15042353930050514,-1.2277013273681954,-1.8325768828993965,0.9575497566463825
GSM1123307,0.2724328133394307,1.9819388604747117,0.5307507844082502,0.9391760429385979,-0.005256707293503411,-0.031100566889735358,-1.8382719775229672,-1.613758492857968,-1.1756394175077174,-2.0755588125136333,-0.18392664182768104,0.008794809196630166,1.0624474638738117,0.48168400754937213,2.2528389784090326,0.7589928287812244,1.365058355580758,0.9472500825915947,0.2842574550500845,1.0881044538424394,0.04201551198249608
GSM1123310,1.0476328111326867,0.5540073013851791,0.4627782383580333,1.0752585891225348,5.507969819410345,3.2901961202705325,0.207547518632693,0.4046533710452552,1.8175771050252822,0.6170041188051584,4.024648627068604,0.8287116499696404,1.6166376700892404,0.2305038656043658,-0.1904480024353485,-0.3183887739081542,0.5615105953677726,-0.8108454635048847,-0.12777028889888822,-0.825658239560468,0.9128465670245303
GSM1123313,-2.825398964025784,0.57508571707468,0.2311950140045484,-2.8667514327081296,-0.45510638568711104,-0.4369648108095694,-0.8204543513110799,-1.3268217078912636,-1.6991301777613923,-0.9402941986481684,-0.9375905042142774,-1.001880218055308,1.9904758896346588,2.678954260015918,-0.49847644469409735,-0.2680008449874106,-2.676722561978892,0.36000415769526734,0.7326917808448044,0.7388782512998026,-0.5463790397552563
GSM1123316,-0.6658185511185645,-0.804887710309248,-0.17501190975691736,0.28682686208109154,-0.403010360883775,-0.36699037100237214,0.8404227768427126,-0.7653409755464373,0.5195231314020832,-0.06054226711153023,-0.5642612541438875,-0.816843546440506,0.562942630689531,-1.0681623514818874,-1.1834494308148837,0.748465267122482,-0.16738412490303292,-1.399356971557479,-1.1249997233214042,-1.6250462798096312,1.0133830723439066
GSM1123319,-0.7245955242115615,0.06311989977698287,0.31131796147488205,0.11806704230923555,0.20270980386785084,0.001509788695587955,0.39981033297251867,-1.2103841854460924,0.17927651431187838,0.0749884424966804,-0.3333369467099837,2.033360340626585,1.3240856880935234,-0.6496767996225535,-0.9689456342289173,-0.266448120370821,-0.6479501190418334,0.5687715750219865,0.31325303395462994,0.4780367774600231,0.7184503317391103
GSM1123322,0.6500187106917092,0.20147675354052363,1.9461636961670066,0.2376564437255249,-0.12066531978262442,0.4092244910035514,2.565738210800945,1.9340153533841877,0.8629015054230432,0.2504585313274667,0.3713728408783617,-0.25836652332429,-2.8608243331390213,-0.38491919237704664,-0.9351434464309935,-1.8345570227738701,-2.439563975174724,-0.028028351108950803,-1.2257063397491956,-1.8698060584166798,0.44941144595010873
GSM1123325,-1.2148685887745319,-0.6640145004375833,-0.5298884419414529,0.20521338959727387,-0.8942455457015451,-0.9505807671605103,-0.43367222906408576,0.17689672175682195,-0.05426422435580222,0.19481018496450167,-0.9231175746625175,1.1216510745421893,-2.0285485412698554,-0.2609588011630722,-0.8018691717586186,0.30475858735690714,-0.4836934878634315,0.10747362596857221,0.4587629552924629,0.3577292149142722,1.0365428468191729
GSM1123328,-0.5203373291062281,-0.3851198476997827,-7.467354546755826e-05,0.12640139102391035,-0.9041637178693679,-0.5893456265115897,-0.5251668403494266,0.7304082047676552,0.7545861891343231,0.6715351961366685,-0.48052580616332646,0.5342483363993339,-2.1318101494101382,-0.8184659981861664,-0.6600001643689813,0.25851473187221874,1.5636394427125802,0.6840059255412059,1.3304419448902487,0.9932010038288942,1.7777551781777081
GSM1123331,1.013382445030885,0.2745610717591319,0.9571967642760706,-0.5188409106865204,0.4525500211405988,0.5263157853336679,0.32673212159880427,-0.3382086756640617,-0.6668213707580876,-1.29280884029843,0.09240993292932953,-0.8033985287098268,0.7892079599733268,-0.30479692426307603,1.4043957704529566,-0.2563734143393536,0.05204161000000726,0.4900237972392811,-1.3804832013043438,-0.4972395509686521,1.0951997074711282
GSM1123334,-0.9066969156278041,0.33962625433484955,-0.7976799348779138,-0.5058641740276247,0.19656820990565077,-0.24984607562276637,-0.2448760926458734,2.1008557606716978,-1.5496369885365189,-0.00680350771898423,-0.23124102509138147,-0.9876097181644908,0.441229932600395,-0.5498832233503287,1.6332494540848994,0.5201797963403628,-0.05792819641395932,0.7627392419363859,1.3730825071191424,1.213338169300195,0.0662421460573753
GSM1123337,-0.2114755475541323,1.4766741166541775,0.28952280612765274,-0.4285957119693023,-0.6349182062067324,-0.6019967307714967,-2.553437331065761,-1.390488721611778,0.2903983419064361,-4.40697040221264,-1.088032671862912,-0.08547682762092311,-1.1011261557599248,2.14465725413064,-0.5856966620414745,0.8238922135787324,-0.4786327628504161,0.6242915348095635,-3.150777756258559,0.42952416878346544,0.3335378144201923
GSM1123340,0.006877203189417131,0.7947403224202572,0.6861685957806924,0.21095174995238164,-0.7317019356826225,-0.7078793110275667,-0.32198315065486594,0.17176109022355424,0.5058665502390052,-0.15212732885864097,-0.7057342374539207,2.4213668674657134,-0.04449887930367683,1.0662821010530947,-0.34382746188411006,-1.387128997193818,-1.1114761236102093,1.410027356429957,-0.5384637384207883,0.7779102946457158,1.4823807559129394
GSM1123343,-1.2245997330566047,0.10029399767786182,-1.0769256977976476,-1.1160694161764528,-1.1185421079913804,-1.6529675956802694,-1.8994590524598887,-2.114529321797299,-0.3518532113435835,-0.4107712204866618,-2.0458625812534015,2.041447585157759,2.0435296041778286,-0.651233187118799,-0.3709660967381795,-0.43875254391506135,-0.4942519165073912,1.2026889652539858,0.6825264740963953,2.011973730852817,-0.40974782829267825
GSM1123346,0.4095838540979335,0.8237321392452512,0.2726588847072314,-0.5639987021261856,-0.28747460089574944,-0.19296552595770852,0.039946678249728265,0.26539651661916736,-1.3533646882686097,-0.6437748735122769,0.1176529438740207,1.5432287239419709,0.42821453523296404,0.2572907497611023,1.6205042262183962,-1.2460603422207532,-0.5185909057033208,0.49860479743717756,-1.2756476166545307,-0.5098366442697898,0.315888903840601
GSM1123349,0.1274353841558264,0.8201109270829364,0.6492029035688521,4.03101507592374,-0.28880867634340934,-0.6407353636868119,0.2264150875062051,-1.863444786078205,-1.4522137993308277,-0.8145865515602624,-0.7510669735543379,0.5499085492711966,1.1320953272599257,0.26879830997509147,1.4540373776237707,-1.5532077056496025,0.9342492642848809,0.4022739104814131,-1.6309443123465903,-0.8727680367149688,1.2890978525988217
